Variant,Room_ID,DATE,room_tournaments,Room_Net_Profit,Room_Gross_Revenue,Room_Total_Time,Player_Count,Avg_Score_In_Room,Max_Score_In_Room,Total_Coins_Spent_In_Room,Total_Coins_Claimed_In_Room,Avg_Player_Duration
B_Test_Group,5003,2024-07-12,t16,984,560,1082.588,7,135.85714285714286,174,560,1176,154.65542857142859
A_Control_Group,4866,2024-07-10,t11,984,560,1119.737,7,117.57142857142857,205,560,1176,159.96242857142857
A_Control_Group,4826,2024-07-09,t10,1216,560,965.577,7,130,218,560,784,137.93957142857144
A_Control_Group,4663,2024-07-08,t10,1240,560,1012.809,7,132.71428571428569,196,560,840,144.68699999999998
B_Test_Group,4704,2024-07-08,t16,1072,560,1160.499,7,110.85714285714286,164,560,1008,165.78557142857142
B_Test_Group,4726,2024-07-08,t19,984,560,1182.164,7,143.85714285714286,198,560,1176,168.88057142857141
A_Control_Group,4583,2024-07-07,t14,1216,560,1295.157,7,147.14285714285714,198,560,784,185.02242857142858
B_Test_Group,4639,2024-07-07,t12,1192,560,1445.625,7,140.28571428571428,163,560,728,206.51785714285714
A_Control_Group,4517,2024-07-06,t11,984,560,1063.751,7,121.71428571428571,178,560,1176,151.96442857142858
A_Control_Group,4555,2024-07-06,t15,1160,560,1131.015,7,162.71428571428572,192,560,840,161.57357142857146
B_Test_Group,4557,2024-07-06,t20,1184,560,1157.646,7,126.14285714285714,166,560,896,165.378
B_Test_Group,4429,2024-07-05,t8,1216,560,1161.773,7,132.14285714285714,170,560,784,165.96757142857143
B_Test_Group,4449,2024-07-05,t19,984,560,1162.962,7,135.57142857142858,191,560,1176,166.13742857142856
A_Control_Group,4463,2024-07-05,t18,1128,560,1289.926,7,145.14285714285714,242,560,952,184.27514285714284
A_Control_Group,4471,2024-07-05,t10,960,560,1138.099,7,133.14285714285714,198,560,1120,162.58557142857143
A_Control_Group,4330,2024-07-04,t11,984,560,906.349,7,117.71428571428572,171,560,1176,129.47842857142857
A_Control_Group,4360,2024-07-04,t2,1048,560,1061.628,7,131.14285714285714,201,560,952,151.66114285714286
A_Control_Group,4108,2024-07-01,t10,1128,560,896.449,7,136.85714285714286,177,560,952,128.06414285714285
A_Control_Group,4117,2024-07-01,t6,984,560,1290.49,7,161.14285714285714,226,560,1176,184.35571428571427
A_Control_Group,4159,2024-07-01,t7,1104,560,1410.99,7,146.28571428571428,213,560,896,201.57
B_Test_Group,4063,2024-06-30,t9,1184,560,931.908,7,140.57142857142858,210,560,896,133.12971428571427
A_Control_Group,3965,2024-06-29,t10,984,560,830.77,7,126.28571428571429,168,560,1176,118.68142857142857
A_Control_Group,3839,2024-06-28,t10,1240,560,1268.593,7,148.42857142857144,181,560,840,181.22757142857142
B_Test_Group,3880,2024-06-28,t5,1184,560,1172.872,7,155.14285714285717,192,560,896,167.55314285714286
B_Test_Group,3773,2024-06-27,t17,960,560,1218.221,7,132.71428571428572,189,560,1120,174.03157142857143
B_Test_Group,3786,2024-06-27,t8,984,560,1102.358,7,129.14285714285714,155,560,1176,157.47971428571427
A_Control_Group,3797,2024-06-27,t7,960,560,1105.881,7,161.00000000000003,215,560,1120,157.983
B_Test_Group,3727,2024-06-26,t1,984,560,910.02,7,130.42857142857142,180,560,1176,130.00285714285712
B_Test_Group,3606,2024-06-25,t16,1560,560,1087.238,7,126.28571428571429,170,560,280,155.3197142857143
B_Test_Group,3448,2024-06-23,t12,1104,560,1047.191,7,118.57142857142857,193,560,896,149.59871428571429
B_Test_Group,3468,2024-06-23,t20,984,560,1106.23,7,127.85714285714285,155,560,1176,158.03285714285713
B_Test_Group,3491,2024-06-23,t8,1016,560,972.674,7,126.57142857142858,176,560,1064,138.95342857142859
B_Test_Group,3370,2024-06-22,t20,1216,560,1320.889,7,134.42857142857142,171,560,784,188.69842857142856
B_Test_Group,3420,2024-06-22,t16,1072,560,1092.838,7,147.42857142857142,193,560,1008,156.11971428571428
B_Test_Group,3435,2024-06-22,t16,984,560,1135.714,7,109.71428571428571,162,560,1176,162.24485714285714
B_Test_Group,3254,2024-06-21,t9,600,240,682.654,7,139.57142857142858,184,560,840,192.50828571428571
A_Control_Group,3314,2024-06-21,t14,1184,560,1416.004,7,127.85714285714288,218,560,896,202.28628571428573
B_Test_Group,3334,2024-06-21,t5,1160,560,1106.222,7,156.99999999999997,256,560,840,158.03171428571429
A_Control_Group,3145,2024-06-19,t11,960,560,1435.345,7,159.00000000000003,226,560,1120,205.04928571428573
B_Test_Group,3148,2024-06-19,t9,984,560,1466.352,7,154.71428571428572,205,560,1176,209.47885714285715
A_Control_Group,3012,2024-06-17,t2,984,560,1173.967,7,155.14285714285714,207,560,1176,167.70957142857142
A_Control_Group,3050,2024-06-17,t7,1272,560,1397.646,7,154.28571428571431,235,560,728,199.66371428571426
B_Test_Group,2880,2024-06-15,t13,1016,560,1356.059,7,142.28571428571428,165,560,1064,193.72271428571429
B_Test_Group,2906,2024-06-15,t17,984,560,867.603,7,133.14285714285714,223,560,1176,123.94328571428572
B_Test_Group,2809,2024-06-14,t9,1584,560,1106.569,7,126.42857142857143,152,560,336,158.08128571428571
A_Control_Group,2706,2024-06-13,t7,1440,560,983.114,7,135.28571428571431,187,560,560,140.44485714285716
B_Test_Group,2645,2024-06-12,t9,1528,560,1162.405,7,136.14285714285717,181,560,392,166.05785714285716
A_Control_Group,2594,2024-06-11,t18,1240,560,1039.573,7,132.57142857142856,189,560,840,148.51042857142858
A_Control_Group,2551,2024-06-10,t7,1128,560,929.316,7,125.42857142857143,176,560,952,132.75942857142857
B_Test_Group,2440,2024-06-09,t20,984,560,1202.939,7,151.28571428571428,204,560,1176,171.84842857142857
A_Control_Group,2322,2024-06-07,t15,1160,560,1351.282,7,131.85714285714286,199,560,840,193.04028571428572
A_Control_Group,2264,2024-06-06,t14,984,560,1257.498,7,120.42857142857143,171,560,1176,179.64257142857142
B_Test_Group,2274,2024-06-06,t9,1128,560,1376.085,7,168.14285714285714,218,560,952,196.58357142857142
B_Test_Group,2170,2024-06-05,t5,984,560,1092.841,7,133.42857142857142,177,560,1176,156.12014285714284
B_Test_Group,2008,2024-06-03,t5,1128,560,1301.832,7,131,193,560,952,185.976
A_Control_Group,2047,2024-06-03,t6,1072,560,1047.106,7,107,174,560,1008,149.5865714285714
A_Control_Group,2048,2024-06-03,t11,1016,560,1288.9,7,109.42857142857143,223,560,1064,184.12857142857143
A_Control_Group,1959,2024-06-02,t2,960,560,949.484,7,145,209,560,1120,135.64057142857143
B_Test_Group,1962,2024-06-02,t5,1128,560,1193.952,7,123.57142857142857,174,560,952,170.56457142857144
B_Test_Group,1970,2024-06-02,t12,1080,560,1327.146,7,111.57142857142858,141,560,840,189.59228571428571
A_Control_Group,1900,2024-06-01,t2,1224,560,1200.814,7,114.42857142857143,154,560,616,171.54485714285713
A_Control_Group,1831,2024-05-31,t3,984,560,1359.802,7,138.42857142857142,187,560,1176,194.25742857142856
B_Test_Group,1751,2024-05-30,t16,1072,560,952.602,7,119.14285714285714,178,560,1008,136.086
A_Control_Group,1773,2024-05-30,t2,1128,560,1028.515,7,102.42857142857143,153,560,952,146.93071428571429
A_Control_Group,1619,2024-05-28,t11,984,560,976.628,7,148.57142857142856,203,560,1176,139.51828571428572
A_Control_Group,1574,2024-05-27,t7,984,560,1104.745,7,136.42857142857142,199,560,1176,157.82071428571427
A_Control_Group,1579,2024-05-27,t18,984,560,911.946,7,149.85714285714286,184,560,1176,130.278
B_Test_Group,1439,2024-05-25,t1,1128,560,1450.046,7,124.42857142857142,182,560,952,207.14942857142856
A_Control_Group,1389,2024-05-24,t14,1184,560,829,7,123.71428571428572,171,560,896,118.42857142857143
B_Test_Group,1343,2024-05-23,t12,1184,560,1286.408,7,112,135,560,896,183.77257142857141
A_Control_Group,1263,2024-05-22,t18,984,560,1132.505,7,151,189,560,1176,161.78642857142859
B_Test_Group,1274,2024-05-22,t13,984,560,1164.894,7,124.99999999999999,205,560,1176,166.41342857142857
B_Test_Group,1215,2024-05-21,t20,984,560,1167.409,7,114.71428571428571,162,560,1176,166.7727142857143
A_Control_Group,1053,2024-05-19,t14,1216,560,1455.5,7,145.00000000000003,181,560,784,207.92857142857142
B_Test_Group,1086,2024-05-19,t8,1240,560,1530.173,7,140.14285714285714,225,560,840,218.59614285714287
B_Test_Group,1029,2024-05-18,t12,984,560,1056.004,7,126.14285714285715,183,560,1176,150.85771428571428
A_Control_Group,994,2024-05-18,t2,1272,560,1020.04,7,131,217,560,728,145.71999999999997
B_Test_Group,931,2024-05-17,t17,984,560,1137.596,7,130.14285714285714,180,560,1176,162.51371428571429
B_Test_Group,934,2024-05-17,t13,984,560,1067.342,7,135.28571428571431,187,560,1176,152.47742857142856
B_Test_Group,974,2024-05-17,t8,984,560,1038.151,7,133.85714285714286,226,560,1176,148.30728571428571
B_Test_Group,912,2024-05-16,t5,1184,560,926.947,7,142,203,560,896,132.421
A_Control_Group,709,2024-05-13,t15,1672,560,1014.007,7,163.28571428571431,225,560,168,144.85814285714284
B_Test_Group,672,2024-05-12,t1,984,560,955.019,7,127.28571428571431,195,560,1176,136.43128571428571
A_Control_Group,674,2024-05-12,t18,960,560,1362.054,7,155.57142857142858,195,560,1120,194.57914285714287
A_Control_Group,576,2024-05-11,t18,1240,560,1013.152,7,120.42857142857143,170,560,840,144.736
B_Test_Group,434,2024-05-08,t12,1272,560,1324.762,7,153.14285714285714,187,560,728,189.25171428571429
A_Control_Group,332,2024-05-06,t6,984,560,940.711,7,141.57142857142858,251,560,1176,134.38728571428572
A_Control_Group,273,2024-05-05,t2,1160,560,1370.653,7,150.85714285714283,209,560,840,195.80757142857141
B_Test_Group,274,2024-05-05,t13,1128,560,1124.525,7,95.571428571428569,149,560,952,160.6464285714286
A_Control_Group,184,2024-05-04,t11,1216,560,1103.607,7,101.42857142857142,148,560,784,157.65814285714285
B_Test_Group,118,2024-05-03,t5,984,560,1286.498,7,119.71428571428571,150,560,1176,183.78542857142855
A_Control_Group,154,2024-05-03,t7,1128,560,1101.073,7,130.14285714285714,204,560,952,157.29614285714285
A_Control_Group,165,2024-05-03,t6,1216,560,1173.736,7,128.85714285714283,220,560,784,167.67657142857141
B_Test_Group,61,2024-05-02,t13,984,560,927.928,7,122,182,560,1176,132.56114285714287
A_Control_Group,29,2024-05-01,t18,960,560,977.144,7,137.42857142857142,186,560,1120,139.59199999999998
A_Control_Group,6710,2024-07-31,t2,1440,600,471.574,5,150.8,182,600,840,94.3148
B_Test_Group,6722,2024-07-31,t16,1620,600,632.639,4,162.75,209,600,630,158.15975
B_Test_Group,6723,2024-07-31,t16,1620,600,578.075,4,91.5,101,600,630,144.51875
A_Control_Group,6725,2024-07-31,t2,1620,600,743.972,4,144,176,600,630,185.993
B_Test_Group,6743,2024-07-31,t17,834,600,1771.362,10,131.5,165,600,1386,177.13619999999997
A_Control_Group,6757,2024-07-31,t6,1620,600,440.513,4,111.75,146,600,630,110.12825000000001
B_Test_Group,6767,2024-07-31,t9,642,600,1338.639,10,144.4,195,600,1638,133.86389999999997
A_Control_Group,6768,2024-07-31,t7,1488,600,925.773,5,149.4,184,600,672,185.15460000000002
B_Test_Group,6795,2024-07-31,t13,1610,600,774.409,6,123.83333333333333,226,600,490,129.06816666666666
A_Control_Group,6676,2024-07-30,t2,1404,600,666.591,5,122.2,224,600,756,133.31820000000002
A_Control_Group,6698,2024-07-30,t14,558,600,1576.75,10,141.6,182,600,1722,157.67499999999998
B_Test_Group,6436,2024-07-29,t19,-630,60,185.312,10,119.30000000000001,165,600,1890,168.2274
B_Test_Group,6542,2024-07-29,t12,666,600,1590.313,10,137.89999999999998,210,600,1554,159.0313
B_Test_Group,6444,2024-07-28,t1,1026,600,1330.421,10,153.5,237,600,1134,133.0421
B_Test_Group,6458,2024-07-28,t1,1500,600,1263.454,6,120.5,165,600,700,210.57566666666668
A_Control_Group,6467,2024-07-28,t18,1110,600,1468.327,10,99,142,600,1050,146.83270000000002
A_Control_Group,6474,2024-07-28,t7,1470,600,1052.97,6,180.33333333333331,274,600,630,175.495
B_Test_Group,6489,2024-07-28,t20,1404,600,916.952,5,124.6,178,600,756,183.3904
A_Control_Group,6496,2024-07-28,t2,1572,600,930.309,5,126.2,183,600,588,186.0618
A_Control_Group,6505,2024-07-28,t18,666,600,1673.419,10,129.79999999999998,186,600,1554,167.3419
A_Control_Group,6510,2024-07-28,t3,1620,600,579.177,4,134.25,175,600,630,144.79425
A_Control_Group,6334,2024-07-27,t4,1250,600,1108.663,6,111.83333333333333,150,600,1050,184.77716666666666
A_Control_Group,6365,2024-07-27,t15,1360,600,935.966,6,131.5,154,600,840,155.99433333333334
B_Test_Group,6374,2024-07-27,t13,1250,600,722.948,6,141.66666666666666,212,600,1050,120.49133333333334
B_Test_Group,6380,2024-07-27,t16,564,600,1682.605,10,129,201,600,1596,168.26049999999998
A_Control_Group,6420,2024-07-27,t6,1250,600,1090.021,6,123.16666666666667,156,600,1050,181.67016666666666
A_Control_Group,6242,2024-07-26,t4,1250,600,984.005,6,129.33333333333334,197,600,1050,164.00083333333336
B_Test_Group,6247,2024-07-26,t20,1440,600,892.436,5,133.4,158,600,840,178.4872
A_Control_Group,6252,2024-07-26,t7,1575,600,743.06,4,148.5,187,600,525,185.76500000000001
A_Control_Group,6290,2024-07-26,t18,1500,600,1175.571,6,139.66666666666669,208,600,700,195.92849999999999
A_Control_Group,6321,2024-07-26,t14,1250,600,794.931,6,142.33333333333334,200,600,1050,132.4885
A_Control_Group,6162,2024-07-25,t2,1290,600,1056.962,6,123.66666666666667,180,600,910,176.16033333333331
A_Control_Group,6164,2024-07-25,t15,1620,600,593.133,4,137.25,170,600,630,148.28325
A_Control_Group,6169,2024-07-25,t15,1620,600,599.891,4,135,144,600,630,149.97275000000002
A_Control_Group,6205,2024-07-25,t18,1370,600,835.073,6,111.66666666666667,175,600,630,139.17883333333333
A_Control_Group,6223,2024-07-25,t10,1488,600,789.494,5,141.4,164,600,672,157.8988
B_Test_Group,6095,2024-07-24,t17,1620,600,488.427,4,128.75,155,600,630,122.10675
A_Control_Group,6109,2024-07-24,t11,1290,600,1013.76,6,141.5,210,600,910,168.96
B_Test_Group,6118,2024-07-24,t17,450,600,1494.549,10,127.80000000000001,191,600,1890,149.4549
A_Control_Group,5999,2024-07-23,t10,1430,600,874.383,6,130.33333333333334,186,600,770,145.73049999999998
B_Test_Group,6035,2024-07-23,t20,1250,600,1190.976,6,138,165,600,1050,198.49599999999998
B_Test_Group,6057,2024-07-23,t20,1620,600,656.879,4,165.75,226,600,630,164.21975
B_Test_Group,5894,2024-07-22,t16,1220,600,1015.353,6,136.16666666666666,193,600,980,169.2255
A_Control_Group,5903,2024-07-22,t4,1250,600,1109.173,6,170.83333333333331,194,600,1050,184.86216666666667
A_Control_Group,5906,2024-07-22,t10,1620,600,866.774,4,167,201,600,630,216.6935
A_Control_Group,5912,2024-07-22,t7,1785,600,451.972,4,140.25,218,600,315,112.993
A_Control_Group,5915,2024-07-22,t7,1575,600,700.547,4,129.25,171,600,525,175.13675
B_Test_Group,5929,2024-07-22,t9,1290,600,1042.871,6,110.33333333333333,146,600,910,173.81183333333334
A_Control_Group,5932,2024-07-22,t10,1440,600,791.836,5,156.2,222,600,840,158.3672
B_Test_Group,5936,2024-07-22,t12,1360,600,1077.734,6,148.66666666666669,184,600,840,179.6223333333333
B_Test_Group,5953,2024-07-22,t5,768,600,1602.766,10,142.50000000000003,235,600,1512,160.2766
A_Control_Group,5954,2024-07-22,t11,642,600,1526.559,10,146.39999999999998,223,600,1638,152.6559
A_Control_Group,5955,2024-07-22,t4,1250,600,866.139,6,121.5,161,600,1050,144.35649999999998
B_Test_Group,5968,2024-07-22,t17,1250,600,958.13,6,106.83333333333333,152,600,1050,159.68833333333333
A_Control_Group,5715,2024-07-21,t11,800,200,756.644,6,143.66666666666666,166,600,700,171.11633333333333
A_Control_Group,5796,2024-07-21,t11,1440,600,517.496,5,139.4,176,600,840,103.4992
B_Test_Group,5651,2024-07-20,t17,885,150,149.877,4,130.25,154,600,315,183.26425
B_Test_Group,5750,2024-07-20,t20,1620,600,613.911,4,143.25,187,600,630,153.47775000000001
A_Control_Group,5766,2024-07-20,t2,1572,600,793.579,5,133.8,210,600,588,158.7158
B_Test_Group,5614,2024-07-19,t8,1290,600,944.868,6,111.16666666666667,145,600,910,157.478
B_Test_Group,5642,2024-07-19,t16,1250,600,1165.259,6,104.66666666666667,157,600,1050,194.20983333333334
B_Test_Group,5653,2024-07-19,t8,450,600,1679.351,10,142.00000000000003,189,600,1890,167.9351
B_Test_Group,5675,2024-07-19,t13,876,600,1602.024,10,108.39999999999999,179,600,1344,160.2024
A_Control_Group,5691,2024-07-19,t2,1620,600,785.808,4,121.75,176,600,630,196.452
A_Control_Group,5528,2024-07-18,t14,1404,600,1085.928,5,135,212,600,756,217.18560000000002
B_Test_Group,5560,2024-07-18,t12,1488,600,1052.999,5,174,236,600,672,210.59980000000002
A_Control_Group,5572,2024-07-18,t15,774,600,1790.885,10,121.4,222,600,1386,179.0885
A_Control_Group,5585,2024-07-18,t3,1440,600,914.093,5,154.8,216,600,840,182.8186
A_Control_Group,5442,2024-07-17,t15,450,600,1870.48,10,127.2,193,600,1890,187.048
A_Control_Group,5443,2024-07-17,t14,1220,600,1034.553,6,119,166,600,980,172.4255
A_Control_Group,5450,2024-07-17,t6,1440,600,879.932,5,138,167,600,840,175.9864
B_Test_Group,5479,2024-07-17,t16,1440,600,863.002,5,110.6,164,600,840,172.60039999999998
A_Control_Group,5513,2024-07-17,t7,726,600,1617.889,10,132.5,166,600,1554,161.78889999999996
B_Test_Group,5373,2024-07-16,t13,624,600,1843.115,10,131.30000000000004,191,600,1596,184.3115
A_Control_Group,5377,2024-07-16,t4,1440,600,880.886,5,119.4,141,600,840,176.17719999999997
B_Test_Group,5390,2024-07-16,t20,1620,600,755.076,4,152.5,188,600,630,188.769
A_Control_Group,5393,2024-07-16,t14,1620,600,627.351,4,149,194,600,630,156.83775
B_Test_Group,5404,2024-07-16,t9,1050,600,1583.46,10,147,177,600,1050,158.346
A_Control_Group,5428,2024-07-16,t7,1440,600,1055.142,5,134.6,235,600,840,211.0284
B_Test_Group,5283,2024-07-15,t1,1250,600,1137.26,6,144.16666666666666,175,600,1050,189.54333333333332
B_Test_Group,5288,2024-07-15,t1,1500,600,977.184,6,128.33333333333334,219,600,700,162.864
A_Control_Group,5303,2024-07-15,t3,1430,600,1043.574,6,114.66666666666666,171,600,770,173.92899999999997
B_Test_Group,5314,2024-07-15,t13,1250,600,935.702,6,132.33333333333331,204,600,1050,155.95033333333333
B_Test_Group,5187,2024-07-14,t13,450,600,1849.579,10,128.10000000000002,201,600,1890,184.9579
B_Test_Group,5188,2024-07-14,t9,768,600,1742.458,10,123,201,600,1512,174.2458
A_Control_Group,5251,2024-07-14,t11,1500,600,936.505,6,136.83333333333331,158,600,700,156.08416666666668
A_Control_Group,5254,2024-07-14,t2,1575,600,644.921,4,124,177,600,525,161.23025
B_Test_Group,5093,2024-07-13,t1,1540,600,1046.314,6,132.33333333333334,160,600,560,174.38566666666668
B_Test_Group,5102,2024-07-13,t17,540,600,1725.49,10,138.2,189,600,1680,172.549
B_Test_Group,5108,2024-07-13,t16,1440,600,599.975,5,104.8,173,600,840,119.995
A_Control_Group,5111,2024-07-13,t7,1250,600,1021.206,6,154.5,185,600,1050,170.20100000000002
B_Test_Group,5130,2024-07-13,t5,474,600,1817.005,10,132.2,170,600,1806,181.7005
A_Control_Group,5139,2024-07-13,t14,1360,600,1023.361,6,151.33333333333334,171,600,840,170.56016666666667
A_Control_Group,5001,2024-07-12,t14,918,600,1853.198,10,133.5,219,600,1302,185.31980000000001
A_Control_Group,5066,2024-07-12,t6,1785,600,677.279,4,122.75,138,600,315,169.31975
B_Test_Group,4916,2024-07-11,t9,1250,600,933.468,6,122.66666666666666,177,600,1050,155.57800000000003
A_Control_Group,4926,2024-07-11,t15,1620,600,421.336,4,104.25,150,600,630,105.334
A_Control_Group,4937,2024-07-11,t14,1584,600,633.973,5,149.8,239,600,336,126.7946
B_Test_Group,4970,2024-07-11,t19,1575,600,736.783,4,154.75,234,600,525,184.19575
A_Control_Group,4980,2024-07-11,t15,1404,600,842.46,5,127.8,165,600,756,168.492
A_Control_Group,4994,2024-07-11,t10,1440,600,909.689,5,130.6,181,600,840,181.9378
A_Control_Group,4786,2024-07-10,t3,-440,,0,4,136.16666666666669,172,600,1050,151.79933333333335
A_Control_Group,4841,2024-07-10,t15,1540,600,728.395,6,147.83333333333334,173,600,560,121.39916666666667
A_Control_Group,4843,2024-07-10,t3,516,600,1570.108,10,138.70000000000002,171,600,1764,157.01080000000002
B_Test_Group,4860,2024-07-10,t16,1250,600,1211.616,6,133.33333333333334,187,600,1050,201.936
A_Control_Group,4877,2024-07-10,t4,1620,600,723.101,4,148.25,233,600,630,180.77525
A_Control_Group,4880,2024-07-10,t11,1220,600,1050.409,6,108.66666666666666,142,600,980,175.06816666666668
B_Test_Group,4900,2024-07-10,t5,1404,600,822.047,5,108.4,132,600,756,164.4094
B_Test_Group,4670,2024-07-09,t8,612,480,1351.653,10,144.20000000000002,215,600,1428,139.7959
A_Control_Group,4752,2024-07-09,t4,882,600,1506.337,10,134.4,197,600,1218,150.6337
B_Test_Group,4764,2024-07-09,t17,1250,600,957.513,6,147.16666666666669,185,600,1050,159.5855
B_Test_Group,4767,2024-07-09,t5,1620,600,566.965,4,149.5,210,600,630,141.74124999999998
A_Control_Group,4786,2024-07-09,t3,1690,600,910.796,6,136.16666666666669,172,600,1050,151.79933333333335
A_Control_Group,4792,2024-07-09,t7,450,600,1405.679,10,165.10000000000002,283,600,1890,140.5679
A_Control_Group,4797,2024-07-09,t18,642,600,1672.372,10,143.5,220,600,1638,167.23719999999997
A_Control_Group,4798,2024-07-09,t10,1575,600,763.795,4,127,210,600,525,190.94875
A_Control_Group,4820,2024-07-09,t14,1785,600,577.343,4,131.25,162,600,315,144.33575
B_Test_Group,4664,2024-07-08,t19,1250,600,947.885,6,90.5,132,600,1050,157.98083333333332
A_Control_Group,4667,2024-07-08,t2,432,600,1973.734,10,132.6,200,600,1848,197.3734
A_Control_Group,4697,2024-07-08,t15,1250,600,1042.299,6,143.16666666666666,181,600,1050,173.71650000000002
A_Control_Group,4706,2024-07-08,t18,792,600,1512.795,10,135.2,191,600,1428,151.2795
A_Control_Group,4710,2024-07-08,t11,1440,600,1138.647,5,107.8,142,600,840,227.72940000000003
B_Test_Group,4712,2024-07-08,t20,1250,600,1027.039,6,146.16666666666666,198,600,1050,171.17316666666667
B_Test_Group,4723,2024-07-08,t9,690,600,1456.539,10,122,181,600,1470,145.6539
B_Test_Group,4598,2024-07-07,t5,1740,600,523.497,4,136.75,162,600,210,130.87425
B_Test_Group,4604,2024-07-07,t16,1575,600,699.108,4,111.25,126,600,525,174.77700000000002
A_Control_Group,4618,2024-07-07,t7,684,600,1280.448,10,146.3,190,600,1596,128.0448
A_Control_Group,4638,2024-07-07,t15,1620,600,772.49,4,132.75,156,600,630,193.1225
B_Test_Group,4645,2024-07-07,t8,1668,600,704.31,5,160.8,187,600,252,140.862
A_Control_Group,4654,2024-07-07,t18,1620,600,413.967,4,140,151,600,630,103.49175
A_Control_Group,4519,2024-07-06,t4,774,600,1458.409,10,129.79999999999998,189,600,1386,145.8409
B_Test_Group,4547,2024-07-06,t8,750,600,1294.79,10,125.29999999999998,196,600,1470,129.47899999999998
A_Control_Group,4549,2024-07-06,t3,450,600,1745.786,10,132.8,179,600,1890,174.5786
A_Control_Group,4442,2024-07-05,t4,1440,600,809.639,5,135.2,217,600,840,161.92780000000002
A_Control_Group,4486,2024-07-05,t6,1220,600,1247.536,6,138.16666666666666,219,600,980,207.92266666666669
B_Test_Group,4337,2024-07-04,t12,1220,600,953.049,6,147.66666666666666,196,600,980,158.84149999999997
B_Test_Group,4371,2024-07-04,t16,642,600,1655.992,10,139.8,194,600,1638,165.5992
A_Control_Group,4376,2024-07-04,t7,1360,600,1049.659,6,126.66666666666667,187,600,840,174.94316666666666
B_Test_Group,4378,2024-07-04,t16,1360,600,1001.876,6,172.16666666666666,203,600,840,166.97933333333333
B_Test_Group,4392,2024-07-04,t13,1250,600,716.321,6,140.16666666666666,210,600,1050,119.38683333333333
B_Test_Group,4403,2024-07-04,t9,1785,600,619.351,4,162,192,600,315,154.83775
A_Control_Group,4405,2024-07-04,t18,1440,600,1063.248,5,176.8,237,600,840,212.6496
A_Control_Group,4217,2024-07-03,t2,1030,400,759.236,6,130.16666666666666,179,600,770,157.10916666666668
B_Test_Group,4261,2024-07-03,t13,1290,600,1030.589,6,127.33333333333334,161,600,910,171.76483333333334
A_Control_Group,4271,2024-07-03,t11,1250,600,944.206,6,153.16666666666669,204,600,1050,157.36766666666665
A_Control_Group,4322,2024-07-03,t18,516,600,1810.755,10,120.4,190,600,1764,181.0755
B_Test_Group,4323,2024-07-03,t12,1250,600,842.674,6,134,173,600,1050,140.44566666666668
B_Test_Group,4202,2024-07-02,t12,1400,600,1029.266,6,146.33333333333334,233,600,700,171.54433333333336
A_Control_Group,4204,2024-07-02,t3,474,600,1776.004,10,138.39999999999998,198,600,1806,177.60039999999998
A_Control_Group,4206,2024-07-02,t4,1620,600,761.947,4,150.25,212,600,630,190.48674999999997
A_Control_Group,4211,2024-07-02,t6,1610,600,622.165,6,103.66666666666666,147,600,490,103.69416666666667
B_Test_Group,4237,2024-07-02,t9,1620,600,580.362,4,122.5,189,600,630,145.09050000000002
B_Test_Group,4087,2024-07-01,t12,708,600,1542.956,10,108.70000000000002,183,600,1512,154.29559999999998
A_Control_Group,4089,2024-07-01,t11,1404,600,782.892,5,122.2,140,600,756,156.5784
B_Test_Group,4119,2024-07-01,t17,516,600,1550.864,10,164,233,600,1764,155.0864
B_Test_Group,4137,2024-07-01,t8,624,600,1777.03,10,132.10000000000002,206,600,1596,177.70299999999997
A_Control_Group,3968,2024-06-30,t2,-220,,0,2,139.66666666666666,175,600,840,137.8225
B_Test_Group,4021,2024-06-30,t16,1620,600,728.607,4,170.5,203,600,630,182.15175
A_Control_Group,4059,2024-06-30,t11,1620,600,393.827,4,157.5,207,600,630,98.45675
B_Test_Group,3903,2024-06-29,t5,1185,300,401.67,4,141.75,158,600,315,175.11950000000002
A_Control_Group,3968,2024-06-29,t2,1580,600,826.935,6,139.66666666666666,175,600,840,137.8225
B_Test_Group,3971,2024-06-29,t16,1250,600,1189.043,6,118.83333333333333,167,600,1050,198.17383333333333
B_Test_Group,3973,2024-06-29,t1,450,600,1558.129,10,146.2,207,600,1890,155.8129
B_Test_Group,3843,2024-06-28,t20,666,600,1648.251,10,149.7,221,600,1554,164.82510000000002
A_Control_Group,3858,2024-06-28,t14,900,600,1643.556,10,124.1,178,600,1260,164.35559999999998
B_Test_Group,3863,2024-06-28,t19,1440,600,807.28,5,102,136,600,840,161.456
B_Test_Group,3885,2024-06-28,t9,1250,600,958.033,6,144,217,600,1050,159.67216666666667
B_Test_Group,3918,2024-06-28,t20,1250,600,882.853,6,140.83333333333334,235,600,1050,147.14216666666667
B_Test_Group,3775,2024-06-27,t20,1440,600,686.776,5,116.8,181,600,840,137.3552
B_Test_Group,3782,2024-06-27,t12,1290,600,959.707,6,140.83333333333334,183,600,910,159.95116666666667
B_Test_Group,3785,2024-06-27,t20,1440,600,977.569,5,166.8,200,600,840,195.5138
A_Control_Group,3835,2024-06-27,t18,1404,600,752.704,5,126,140,600,756,150.5408
A_Control_Group,3685,2024-06-26,t18,1250,600,1115.667,6,119.33333333333333,177,600,1050,185.94449999999998
A_Control_Group,3726,2024-06-26,t2,450,600,1600.797,10,121.1,172,600,1890,160.07969999999997
